"1783-01-12","1783","3061","5190","1","dimanche","1780","Legrand (Marc-Antoine)","Roi de Cocagne (Le)","comédie","3","vers libres","1","1","1718-12-31","78","135580","1718","1789","72"
"1783-02-16","1783","2717","5190","2","dimanche","1780","Legrand (Marc-Antoine)","Roi de Cocagne (Le)","comédie","3","vers libres","1","1","1718-12-31","78","135580","1718","1789","72"
"1784-02-16","1784","2830","4914","2","lundi","1780","Scarron (Paul)","Don Japhet d'Arménie","comédie","5","vers","0","1",,"261","201734","1680","1786","107"
"1784-02-23","1784","4262","5073","2","lundi","1780","Molière (Jean-Baptiste Poquelin dit)","Bourgeois gentilhomme (Le)","comédie-ballet","5","prose","0","1",,"291","378597","1680","1792","113"
"1785-08-22","1785","3768","5147","8","lundi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1785-08-17","1785","4612","5147","8","mercredi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1786-01-11","1786","1911","4914","1","mercredi","1780","Scarron (Paul)","Don Japhet d'Arménie","comédie","5","vers","0","1",,"261","201734","1680","1786","107"
"1786-01-27","1786","3594","5073","1","vendredi","1780","Molière (Jean-Baptiste Poquelin dit)","Bourgeois gentilhomme (Le)","comédie-ballet","5","prose","0","1",,"291","378597","1680","1792","113"
"1786-02-27","1786","3401","4914","2","lundi","1780","Scarron (Paul)","Don Japhet d'Arménie","comédie","5","vers","0","1",,"261","201734","1680","1786","107"
"1786-03-24","1786","4813","5147","3","vendredi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1786-02-26","1786","3823","5073","2","dimanche","1780","Molière (Jean-Baptiste Poquelin dit)","Bourgeois gentilhomme (Le)","comédie-ballet","5","prose","0","1",,"291","378597","1680","1792","113"
"1784-05-21","1784","4776","5147","5","vendredi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-05-19","1784","5156","5147","5","mercredi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-04-27","1784","5698","5147","4","mardi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-04-29","1784","5309","5147","4","jeudi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-04-30","1784","5091","5147","4","vendredi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-05-10","1784","5025","5147","5","lundi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-06-17","1784","4728","5147","6","jeudi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-05-29","1784","4551","5147","5","samedi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-06-15","1784","4912","5147","6","mardi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-07-06","1784","4820","5147","7","mardi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-06-30","1784","4875","5147","6","mercredi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-06-07","1784","4865","5147","6","lundi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-08-18","1784","5035","5147","8","mercredi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-08-23","1784","4391","5147","8","lundi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-07-28","1784","4844","5147","7","mercredi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-08-20","1784","4139","5147","8","vendredi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-08-27","1784","4796","5147","8","vendredi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-08-30","1784","4612","5147","8","lundi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-09-03","1784","4769","5147","9","vendredi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-09-15","1784","4775","5147","9","mercredi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-07-30","1784","4018","5147","7","vendredi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-09-18","1784","3225","5147","9","samedi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-08-06","1784","4898","5147","8","vendredi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-08-09","1784","4526","5147","8","lundi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-07-24","1784","4843","5147","7","samedi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-10-12","1784","3641","5147","10","mardi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-10-25","1784","1636","5159","10","lundi","1780","Boursault (Edme)","Mercure galant (Le) ou la Comédie sans titre / La Pièce sans titre (titre alt.)","comédie","4","vers","0","1","1683-03-05","373","415330","1683","1793","111"
"1784-10-05","1784","3397","5147","10","mardi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-09-24","1784","3500","5147","9","vendredi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-09-28","1784","4083","5147","9","mardi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-10-15","1784","3371","5147","10","vendredi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-09-21","1784","3335","5147","9","mardi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-12-27","1784","4605","5147","12","lundi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1784-12-31","1784","1790","5147","12","vendredi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1785-01-27","1785","2458","5073","1","jeudi","1780","Molière (Jean-Baptiste Poquelin dit)","Bourgeois gentilhomme (Le)","comédie-ballet","5","prose","0","1",,"291","378597","1680","1792","113"
"1785-02-03","1785","2853","4914","2","jeudi","1780","Scarron (Paul)","Don Japhet d'Arménie","comédie","5","vers","0","1",,"261","201734","1680","1786","107"
"1785-01-16","1785","3352","4914","1","dimanche","1780","Scarron (Paul)","Don Japhet d'Arménie","comédie","5","vers","0","1",,"261","201734","1680","1786","107"
"1785-02-08","1785","4636","5073","2","mardi","1780","Molière (Jean-Baptiste Poquelin dit)","Bourgeois gentilhomme (Le)","comédie-ballet","5","prose","0","1",,"291","378597","1680","1792","113"
"1785-01-10","1785","4746","5147","1","lundi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1785-01-30","1785","4585","5147","1","dimanche","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1773-01-31","1773","1931","5140","1","dimanche","1770","Molière (Jean-Baptiste Poquelin dit)","Malade imaginaire (Le)","comédie-ballet","3","vers","1","1",,"341","333392","1680","1792","113"
"1773-01-25","1773","1898","5140","1","lundi","1770","Molière (Jean-Baptiste Poquelin dit)","Malade imaginaire (Le)","comédie-ballet","3","vers","1","1",,"341","333392","1680","1792","113"
"1770-11-08","1770",,"856","11","jeudi","1770",,,,,,,,,"19","30786","1746","1774","29"
"1786-06-06","1786","3175","5147","6","mardi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1786-05-23","1786","4261","5147","5","mardi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1786-05-30","1786","1730","5147","5","mardi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1786-08-11","1786","2951","5147","8","vendredi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1786-08-04","1786","3238","5147","8","vendredi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1786-08-26","1786","3167","5084","8","samedi","1780","Boutet de Monvel (Jacques-Marie)","Chevalier sans peur et sans reproche ou les Amours de Bayard (Le)","comédie héroïque","4","prose","0","0","1786-08-24","37","105562","1786","1792","7"
"1786-08-31","1786","3861","5084","8","jeudi","1780","Boutet de Monvel (Jacques-Marie)","Chevalier sans peur et sans reproche ou les Amours de Bayard (Le)","comédie héroïque","4","prose","0","0","1786-08-24","37","105562","1786","1792","7"
"1786-09-19","1786","2551","5084","9","mardi","1780","Boutet de Monvel (Jacques-Marie)","Chevalier sans peur et sans reproche ou les Amours de Bayard (Le)","comédie héroïque","4","prose","0","0","1786-08-24","37","105562","1786","1792","7"
"1786-09-27","1786","3319","5084","9","mercredi","1780","Boutet de Monvel (Jacques-Marie)","Chevalier sans peur et sans reproche ou les Amours de Bayard (Le)","comédie héroïque","4","prose","0","0","1786-08-24","37","105562","1786","1792","7"
"1786-09-16","1786","2748","5084","9","samedi","1780","Boutet de Monvel (Jacques-Marie)","Chevalier sans peur et sans reproche ou les Amours de Bayard (Le)","comédie héroïque","4","prose","0","0","1786-08-24","37","105562","1786","1792","7"
"1786-12-23","1786","2216","5084","12","samedi","1780","Boutet de Monvel (Jacques-Marie)","Chevalier sans peur et sans reproche ou les Amours de Bayard (Le)","comédie héroïque","4","prose","0","0","1786-08-24","37","105562","1786","1792","7"
"1787-02-11","1787","3732","5140","2","dimanche","1780","Molière (Jean-Baptiste Poquelin dit)","Malade imaginaire (Le)","comédie-ballet","3","vers","1","1",,"341","333392","1680","1792","113"
"1787-05-12","1787","2788","5084","5","samedi","1780","Boutet de Monvel (Jacques-Marie)","Chevalier sans peur et sans reproche ou les Amours de Bayard (Le)","comédie héroïque","4","prose","0","0","1786-08-24","37","105562","1786","1792","7"
"1787-05-22","1787","4263","5147","5","mardi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1787-05-01","1787","4696","5147","5","mardi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1787-05-03","1787","4474","5147","5","jeudi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1787-04-18","1787","1716","5177","4","mercredi","1780","La Chaussée (Pierre-Claude)","Préjugé à la mode (Le)","comédie","5","vers","0","0","1735-02-03","140","151456","1735","1792","58"
"1787-11-04","1787","2847","5084","11","dimanche","1780","Boutet de Monvel (Jacques-Marie)","Chevalier sans peur et sans reproche ou les Amours de Bayard (Le)","comédie héroïque","4","prose","0","0","1786-08-24","37","105562","1786","1792","7"
"1787-10-31","1787","2095","5084","10","mercredi","1780","Boutet de Monvel (Jacques-Marie)","Chevalier sans peur et sans reproche ou les Amours de Bayard (Le)","comédie héroïque","4","prose","0","0","1786-08-24","37","105562","1786","1792","7"
"1788-02-19","1788","3802","5190","2","mardi","1780","Legrand (Marc-Antoine)","Roi de Cocagne (Le)","comédie","3","vers libres","1","1","1718-12-31","78","135580","1718","1789","72"
"1788-09-19","1788","1583","5054","9","vendredi","1780","André-Murville (Pierre-Nicolas)","Lanval et Viviane ou les Fées et les chevaliers","comédie héori-féérie","5","vers","0","0","1788-09-13","10","17435","1788","1788","1"
"1788-09-13","1788","3973","5054","9","samedi","1780","André-Murville (Pierre-Nicolas)","Lanval et Viviane ou les Fées et les chevaliers","comédie héori-féérie","5","vers","0","0","1788-09-13","10","17435","1788","1788","1"
"1788-09-16","1788","1346","5054","9","mardi","1780","André-Murville (Pierre-Nicolas)","Lanval et Viviane ou les Fées et les chevaliers","comédie héori-féérie","5","vers","0","0","1788-09-13","10","17435","1788","1788","1"
"1788-09-21","1788","2113","5054","9","dimanche","1780","André-Murville (Pierre-Nicolas)","Lanval et Viviane ou les Fées et les chevaliers","comédie héori-féérie","5","vers","0","0","1788-09-13","10","17435","1788","1788","1"
"1788-09-23","1788","869","5054","9","mardi","1780","André-Murville (Pierre-Nicolas)","Lanval et Viviane ou les Fées et les chevaliers","comédie héori-féérie","5","vers","0","0","1788-09-13","10","17435","1788","1788","1"
"1788-10-09","1788","2249","5054","10","jeudi","1780","André-Murville (Pierre-Nicolas)","Lanval et Viviane ou les Fées et les chevaliers","comédie héori-féérie","5","vers","0","0","1788-09-13","10","17435","1788","1788","1"
"1789-01-07","1789","3389","5179","1","mercredi","1780","Fabre d'Églantine (Philippe-François-Nazaire)","Présomptueux ou l'Heureux imaginaire (Le)","comédie","5","vers","0","0","1789-01-07","9","11051","1789","1790","2"
"1789-02-22","1789","4106","5073","2","dimanche","1780","Molière (Jean-Baptiste Poquelin dit)","Bourgeois gentilhomme (Le)","comédie-ballet","5","prose","0","1",,"291","378597","1680","1792","113"
"1789-12-18","1789","2345","5147","12","vendredi","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1790-03-17","1790","1357","5147","3","mercredi","1790","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1791-01-21","1791","4687","5000","1","vendredi","1790","Harny de Guerville","Liberté conquise ou le Despotisme renversé (La)","drame patriotique","5","prose","0","0","1791-01-04","30","80662","1791","1792","2"
"1791-01-08","1791","2881","5000","1","samedi","1790","Harny de Guerville","Liberté conquise ou le Despotisme renversé (La)","drame patriotique","5","prose","0","0","1791-01-04","30","80662","1791","1792","2"
"1791-01-11","1791","5315","5000","1","mardi","1790","Harny de Guerville","Liberté conquise ou le Despotisme renversé (La)","drame patriotique","5","prose","0","0","1791-01-04","30","80662","1791","1792","2"
"1791-01-06","1791","4809","5000","1","jeudi","1790","Harny de Guerville","Liberté conquise ou le Despotisme renversé (La)","drame patriotique","5","prose","0","0","1791-01-04","30","80662","1791","1792","2"
"1791-03-06","1791","3874","5000","3","dimanche","1790","Harny de Guerville","Liberté conquise ou le Despotisme renversé (La)","drame patriotique","5","prose","0","0","1791-01-04","30","80662","1791","1792","2"
"1791-02-20","1791","1211","5140","2","dimanche","1790","Molière (Jean-Baptiste Poquelin dit)","Malade imaginaire (Le)","comédie-ballet","3","vers","1","1",,"341","333392","1680","1792","113"
"1791-02-18","1791","760","5140","2","vendredi","1790","Molière (Jean-Baptiste Poquelin dit)","Malade imaginaire (Le)","comédie-ballet","3","vers","1","1",,"341","333392","1680","1792","113"
"1791-02-08","1791","2134","5000","2","mardi","1790","Harny de Guerville","Liberté conquise ou le Despotisme renversé (La)","drame patriotique","5","prose","0","0","1791-01-04","30","80662","1791","1792","2"
"1791-02-26","1791","2077","5000","2","samedi","1790","Harny de Guerville","Liberté conquise ou le Despotisme renversé (La)","drame patriotique","5","prose","0","0","1791-01-04","30","80662","1791","1792","2"
"1791-02-05","1791","2130","5000","2","samedi","1790","Harny de Guerville","Liberté conquise ou le Despotisme renversé (La)","drame patriotique","5","prose","0","0","1791-01-04","30","80662","1791","1792","2"
"1791-02-03","1791","2656","5000","2","jeudi","1790","Harny de Guerville","Liberté conquise ou le Despotisme renversé (La)","drame patriotique","5","prose","0","0","1791-01-04","30","80662","1791","1792","2"
"1791-06-28","1791","3799","4872","6","mardi","1790","Racine (Jean), Moreau (Jean-Baptiste)","Athalie","tragédie","5","vers","0","1","1691-01-05","207","395946","1716","1791","76"
"1791-07-08","1791","4185","4872","7","vendredi","1790","Racine (Jean), Moreau (Jean-Baptiste)","Athalie","tragédie","5","vers","0","1","1691-01-05","207","395946","1716","1791","76"
"1791-07-19","1791","2422","4872","7","mardi","1790","Racine (Jean), Moreau (Jean-Baptiste)","Athalie","tragédie","5","vers","0","1","1691-01-05","207","395946","1716","1791","76"
"1791-07-31","1791","1956","4872","7","dimanche","1790","Racine (Jean), Moreau (Jean-Baptiste)","Athalie","tragédie","5","vers","0","1","1691-01-05","207","395946","1716","1791","76"
"1791-12-05","1791","1304","5084","12","lundi","1790","Boutet de Monvel (Jacques-Marie)","Chevalier sans peur et sans reproche ou les Amours de Bayard (Le)","comédie héroïque","4","prose","0","0","1786-08-24","37","105562","1786","1792","7"
"1792-02-04","1792","5883","5073","2","samedi","1790","Molière (Jean-Baptiste Poquelin dit)","Bourgeois gentilhomme (Le)","comédie-ballet","5","prose","0","1",,"291","378597","1680","1792","113"
"1792-02-10","1792","5422","5073","2","vendredi","1790","Molière (Jean-Baptiste Poquelin dit)","Bourgeois gentilhomme (Le)","comédie-ballet","5","prose","0","1",,"291","378597","1680","1792","113"
"1792-02-20","1792","1375","5140","2","lundi","1790","Molière (Jean-Baptiste Poquelin dit)","Malade imaginaire (Le)","comédie-ballet","3","vers","1","1",,"341","333392","1680","1792","113"
"1792-03-18","1792","3463","5073","3","dimanche","1790","Molière (Jean-Baptiste Poquelin dit)","Bourgeois gentilhomme (Le)","comédie-ballet","5","prose","0","1",,"291","378597","1680","1792","113"
"1792-10-15","1792","2327","5000","10","lundi","1790","Harny de Guerville","Liberté conquise ou le Despotisme renversé (La)","drame patriotique","5","prose","0","0","1791-01-04","30","80662","1791","1792","2"
"1791-06-17","1791","5614","4872","6","vendredi","1790","Racine (Jean), Moreau (Jean-Baptiste)","Athalie","tragédie","5","vers","0","1","1691-01-05","207","395946","1716","1791","76"
"1785-01-23","1785","4548","5147","1","dimanche","1780","Beaumarchais (Pierre-Augustin Caron de)","Mariage de Figaro ou la Folle journée (Le)","comédie","5","prose","0","0","1784-04-27","111","462427","1784","1790","7"
"1786-12-30","1786","1897","5084","12","samedi","1780","Boutet de Monvel (Jacques-Marie)","Chevalier sans peur et sans reproche ou les Amours de Bayard (Le)","comédie héroïque","4","prose","0","0","1786-08-24","37","105562","1786","1792","7"
"1744-09-19","1744","1107","5038","9","samedi","1740","Cahusac (Louis de)","Algérien ou les Muses comédiennes (L')","comédie-ballet","3","vers libres","1","1","1744-09-15","11","8672","1744","1744","1"
"1745-12-19","1745","778","5140","12","dimanche","1740","Molière (Jean-Baptiste Poquelin dit)","Malade imaginaire (Le)","comédie-ballet","3","vers","1","1",,"341","333392","1680","1792","113"
"1744-09-15","1744","1464","5038","9","mardi","1740","Cahusac (Louis de)","Algérien ou les Muses comédiennes (L')","comédie-ballet","3","vers libres","1","1","1744-09-15","11","8672","1744","1744","1"
"1757-02-17","1757","3478","5073","2","jeudi","1750","Molière (Jean-Baptiste Poquelin dit)","Bourgeois gentilhomme (Le)","comédie-ballet","5","prose","0","1",,"291","378597","1680","1792","113"
"1757-02-21","1757","3030","5073","2","lundi","1750","Molière (Jean-Baptiste Poquelin dit)","Bourgeois gentilhomme (Le)","comédie-ballet","5","prose","0","1",,"291","378597","1680","1792","113"
"1757-02-22","1757","2745","5073","2","mardi","1750","Molière (Jean-Baptiste Poquelin dit)","Bourgeois gentilhomme (Le)","comédie-ballet","5","prose","0","1",,"291","378597","1680","1792","113"
"1757-02-24","1757","2500","5073","2","jeudi","1750","Molière (Jean-Baptiste Poquelin dit)","Bourgeois gentilhomme (Le)","comédie-ballet","5","prose","0","1",,"291","378597","1680","1792","113"
"1746-06-13","1746","981","5165","6","lundi","1740","Pellegrin (Simon-Joseph)","Nouveau monde (Le)","comédie","3","vers libres","1","1","1722-09-11","41","42010","1722","1747","26"
"1746-06-15","1746","1018","5165","6","mercredi","1740","Pellegrin (Simon-Joseph)","Nouveau monde (Le)","comédie","3","vers libres","1","1","1722-09-11","41","42010","1722","1747","26"
"1746-06-22","1746","941","5165","6","mercredi","1740","Pellegrin (Simon-Joseph)","Nouveau monde (Le)","comédie","3","vers libres","1","1","1722-09-11","41","42010","1722","1747","26"
"1746-06-25","1746","1127","5165","6","samedi","1740","Pellegrin (Simon-Joseph)","Nouveau monde (Le)","comédie","3","vers libres","1","1","1722-09-11","41","42010","1722","1747","26"
"1746-07-07","1746","744","5165","7","jeudi","1740","Pellegrin (Simon-Joseph)","Nouveau monde (Le)","comédie","3","vers libres","1","1","1722-09-11","41","42010","1722","1747","26"
"1746-09-10","1746","1775","5335","9","samedi","1740","Corneille (Thomas)","L'inconnu","comédie","5","vers","1","0",,"20","24940","1683","1746","64"
"1746-11-30","1746","2182","5335","11","mercredi","1740","Corneille (Thomas)","L'inconnu","comédie","5","vers","1","0",,"20","24940","1683","1746","64"
"1746-11-28","1746","1279","5335","11","lundi","1740","Corneille (Thomas)","L'inconnu","comédie","5","vers","1","0",,"20","24940","1683","1746","64"
"1747-02-28","1747","736","5165","2","mardi","1740","Pellegrin (Simon-Joseph)","Nouveau monde (Le)","comédie","3","vers libres","1","1","1722-09-11","41","42010","1722","1747","26"
"1760-01-13","1760","1616","5140","1","dimanche","1760","Molière (Jean-Baptiste Poquelin dit)","Malade imaginaire (Le)","comédie-ballet","3","vers","1","1",,"341","333392","1680","1792","113"
"1760-01-06","1760","2151","5140","1","dimanche","1760","Molière (Jean-Baptiste Poquelin dit)","Malade imaginaire (Le)","comédie-ballet","3","vers","1","1",,"341","333392","1680","1792","113"
"1760-11-11","1760","1362","5140","11","mardi","1760","Molière (Jean-Baptiste Poquelin dit)","Malade imaginaire (Le)","comédie-ballet","3","vers","1","1",,"341","333392","1680","1792","113"
